Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers,FlockingWinter,FlockingFall
S141216941,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,10/2/20,8:34 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,N
S141216018,Glaucous-winged Gull,Larus glaucescens,6484,8,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,10/2/20,8:02 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,N
S141216941,Golden-crowned Kinglet,Regulus satrapa,26274,7,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,10/2/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216725,Golden-crowned Kinglet,Regulus satrapa,26274,6,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,10/2/20,8:24 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141217168,Golden-crowned Kinglet,Regulus satrapa,26274,6,CA-BC,Capital,L9998485,UVIC-UVC6,48.4649543,-123.3104923,10/2/20,8:40 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216725,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,10/2/20,8:24 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216018,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,2,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,10/2/20,8:02 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216161,House Finch,Haemorhous mexicanus,31648,1,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,10/2/20,8:09 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141217168,House Finch,Haemorhous mexicanus,31648,2,CA-BC,Capital,L9998485,UVIC-UVC6,48.4649543,-123.3104923,10/2/20,8:40 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141216941,Northern Flicker,Colaptes auratus,11572,2,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,10/2/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141216161,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,10/2/20,8:09 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141216492,Pine Siskin,Spinus pinus,31931,5,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,10/2/20,8:14 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216725,Purple Finch,Haemorhous purpureus,31662,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,10/2/20,8:24 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141216492,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,10/2/20,8:14 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141216941,Red-winged Blackbird,Agelaius phoeniceus,33101,1,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,10/2/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141217168,Ruby-crowned Kinglet,Corthylio calendula,26270,2,CA-BC,Capital,L9998485,UVIC-UVC6,48.4649543,-123.3104923,10/2/20,8:40 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141216725,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,10/2/20,8:24 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141216161,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,10/2/20,8:09 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141216492,Spotted Towhee,Pipilo maculatus,32713,2,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,10/2/20,8:14 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141216725,Varied Thrush,Ixoreus naevius,27661,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,10/2/20,8:24 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141216941,White-crowned Sparrow,Zonotrichia leucophrys,32512,2,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,10/2/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S80773726,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L13552809,UVIC-UVC1,48.4648516,-123.3122112,1/19/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80773339,American Robin,Turdus migratorius,27969,8,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,1/19/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80772904,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,1/19/21,9:00 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80773726,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L13552809,UVIC-UVC1,48.4648516,-123.3122112,1/19/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80773043,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,1/19/21,9:07 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80773448,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,1/19/21,9:25 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80773552,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,1/19/21,9:36 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 1.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80773043,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,1/19/21,9:07 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80773339,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,1/19/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80773726,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L13552809,UVIC-UVC1,48.4648516,-123.3122112,1/19/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80773339,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,1/19/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S80773448,Golden-crowned Kinglet,Regulus satrapa,26274,3,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,1/19/21,9:25 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80773043,House Finch,Haemorhous mexicanus,31648,3,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,1/19/21,9:07 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80773552,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,1/19/21,9:36 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 1.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S80773339,Red Crossbill,Loxia curvirostra (type 3),31865,4,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,1/19/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774089,American Robin,Turdus migratorius,27969,4,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,1/21/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80774248,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,1/21/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80774411,American Robin,Turdus migratorius,27969,10,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774248,Chestnut-backed Chickadee,Poecile rufescens,21591,6,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,1/21/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80774411,Chestnut-backed Chickadee,Poecile rufescens,21591,4,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774510,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9945501,UVIC-EOW6,48.4613442,-123.3099217,1/21/21,9:43 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80774411,Common Raven,Corvus corax,21121,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80774510,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,3,CA-BC,Capital,L9945501,UVIC-EOW6,48.4613442,-123.3099217,1/21/21,9:43 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774411,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S80773936,Glaucous-winged Gull,Larus glaucescens,6484,1,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/21/21,9:01 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,N
S80774615,Glaucous-winged Gull,Larus glaucescens,6484,3,CA-BC,Capital,L9963071,UVIC-UVC9,48.4655211,-123.3117689,1/21/21,9:51 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 9  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,N
S80774089,Golden-crowned Kinglet,Regulus satrapa,26274,6,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,1/21/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80774510,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L9945501,UVIC-EOW6,48.4613442,-123.3099217,1/21/21,9:43 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774248,Golden-crowned Kinglet,Regulus satrapa,26274,4,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,1/21/21,9:17 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80774411,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774411,Hermit Thrush,Catharus guttatus,27739,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S80774615,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L9963071,UVIC-UVC9,48.4655211,-123.3117689,1/21/21,9:51 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 9  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80774411,Pine Siskin,Spinus pinus,31931,8,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80774089,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,1/21/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80773936,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/21/21,9:01 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80774411,Spotted Towhee,Pipilo maculatus,32713,2,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,1/21/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80774089,Varied Thrush,Ixoreus naevius,27661,1,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,1/21/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80814535,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L10001045,UVIC-MWB3,48.4663974,-123.3144692,1/26/21,9:05 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80815731,American Crow,Corvus brachyrhynchos,21054,4,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80814747,American Robin,Turdus migratorius,27969,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,1/26/21,9:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80815597,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/26/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80814890,American Robin,Turdus migratorius,27969,5,CA-BC,Capital,L9963091,UVIC-FIA2,48.4620912,-123.3170237,1/26/21,9:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80815397,American Robin,Turdus migratorius,27969,23,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80814890,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9963091,UVIC-FIA2,48.4620912,-123.3170237,1/26/21,9:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80815731,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80814890,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9963091,UVIC-FIA2,48.4620912,-123.3170237,1/26/21,9:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80815731,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80815397,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80814535,Chestnut-backed Chickadee,Poecile rufescens,21591,2,CA-BC,Capital,L10001045,UVIC-MWB3,48.4663974,-123.3144692,1/26/21,9:05 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80815397,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80815597,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/26/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80814890,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,3,CA-BC,Capital,L9963091,UVIC-FIA2,48.4620912,-123.3170237,1/26/21,9:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80815397,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80815731,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,3,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S80814747,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,1/26/21,9:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80814890,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L9963091,UVIC-FIA2,48.4620912,-123.3170237,1/26/21,9:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80814535,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L10001045,UVIC-MWB3,48.4663974,-123.3144692,1/26/21,9:05 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,N
S80815597,Golden-crowned Kinglet,Regulus satrapa,26274,5,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/26/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80814747,House Finch,Haemorhous mexicanus,31648,3,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,1/26/21,9:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80815397,Red Crossbill,Loxia curvirostra (type 3),31865,8,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S80815397,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S80815731,Red-tailed Hawk,Buteo jamaicensis,8233,1,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S80815731,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9930879,UVIC-UVC3,48.4646005,-123.3116142,1/26/21,9:55 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S80814747,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,1/26/21,9:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
